My 6-year-old son was playing outside and a black van took him away.,0
I received a call from a stranger claiming they have my wife and demanding 10 lakhs.,0
My daughter has been missing for 24 hours and was last seen with an unknown man.,0
A group of men abducted my brother at gunpoint from the highway.,0
My neighbor has confined a child in his basement and I hear screaming.,0
My ex-husband took my child from school without consent and is hiding him.,0
Someone lured my teenage sister into a car promising her a modeling job.,0
My 10-year-old niece did not return from school and her phone has been switched off.,0
A man forced my cousin into a car near the bus stop and drove away.,0
My father has been missing since yesterday after leaving for work.,0
Someone abducted a child from the playground in front of our apartment.,0
A woman is claiming her newborn was stolen from the hospital ward.,0
My younger sister was taken by unknown men while waiting for the school bus.,0
An unknown caller says my mother has been kidnapped and sent photos as proof.,0
My roommate disappeared after meeting someone she met online.,0
A child was forcefully taken away from a park near our apartment.,0
My aunt claims her mentally disabled son has gone missing from the shelter.,0
My younger brother was taken away by force from a bus terminal by unknown men.,0
A woman says her domestic helper disappeared after leaving for the market.,0
My grandfather with Alzheimer’s wandered out and has not returned.,0
Unknown people picked up a child from school pretending to be relatives.,0
My cousin went missing after attending a job interview.,0
My nephew was taken away by unknown people from a railway platform.,0
A missing notice was filed after my sister failed to return from tuition.,0
My uncle disappeared after boarding a taxi late at night.,0
A mentally ill woman has gone missing from the care home.,0
A child was taken from outside a shopping mall by force.,0
My daughter never came home after going to the library and her phone is unreachable.,0
A boy was taken away by force from outside a temple in broad daylight.,0
My cousin vanished after getting into a car sent by an unknown caller.,0
An elderly man from our neighborhood has been missing since morning.,0
A school student was abducted while returning home on a bicycle.,0
My 7-year-old daughter did not return after going to the nearby shop, and CCTV shows her being led away by an unknown man on a bike.,0
My brother went missing after leaving for a night shift, and his phone was found abandoned near the bus depot.,0
A schoolboy from our street was taken away by strangers posing as relatives after school hours.,0
My cousin disappeared after accepting a ride from someone he met through social media.,0
An elderly woman with memory issues wandered out in the morning and has not been found since.,0
My 9-year-old nephew went missing after leaving for football practice, and nearby shopkeepers say they saw him being taken away in a white car.,0
My sister did not return after going to meet a person she met through a matrimonial website, and her phone has been switched off since.,0
A child from our neighborhood was taken by force while waiting outside his school gate in the afternoon.,0
My father has been missing since yesterday after boarding a bus to another town and never reached his destination.,0
An elderly man suffering from memory loss wandered out of the house in the morning and has not been located since.,0
My 10-year-old daughter went missing after going to a nearby playground, and witnesses say she was seen leaving with an unfamiliar woman.,0
My cousin did not return after going to meet a recruiter who promised him a job, and his phone has been unreachable since.,0
A boy from our colony disappeared while returning home from tuition classes in the evening.,0
My mother went missing after boarding a local train for a short trip and never reached her destination.,0
An elderly man suffering from memory loss walked out of his house early morning and has not been found till now.,0
My 13-year-old cousin went missing after leaving for cricket practice, and neighbors say he was seen getting into a car with two unknown adults.,0
My sister disappeared after stepping out to meet someone for a job inquiry, and her phone has been switched off since last night.,0
A child from our housing society was taken away while waiting near the school gate after classes ended.,0
My father never returned after boarding a late-night bus to another city, and no one has been able to contact him.,0
An elderly neighbor with dementia left home early morning and has not been located despite searching nearby areas.,0
My 15-year-old cousin went missing after leaving for a coaching center, and CCTV later showed him entering a vehicle with strangers.,0
My aunt has not returned after going to meet a property agent, and her phone has been unreachable since afternoon.,0
A young boy from our society disappeared while returning home from football practice in the evening.,0
My brother never arrived after boarding a shared cab for work, and no one has heard from him since.,0
An elderly woman suffering from dementia walked out of her house at dawn and has not been located yet.,0
I was walking home when a man dragged me into an alley and tried to undress me.,1
My boss forces me to stay late and touches me inappropriately in his cabin.,1
A stranger on the bus kept groping me and refused to stop when I shouted.,1
I suspect my drink was spiked at the club and I was assaulted while unconscious.,1
My uncle has been making sexual advances towards my minor daughter.,1
The doctor touched me inappropriately during a routine checkup.,1
Two men cornered me in the park and tried to tear my clothes off.,1
A man exposed himself and tried to force himself on me in the elevator.,1
My tuition teacher touched me inappropriately during class.,1
I was sexually assaulted by a colleague after an office party.,1
A stranger forced me to perform sexual acts by threatening me.,1
Someone recorded me secretly in the washroom and assaulted me later.,1
A man tried to force himself on me inside a shared cab.,1
My supervisor kissed me without consent during a work trip.,1
I was sexually assaulted by a neighbor when I went to borrow sugar.,1
Someone threatened to rape me if I did not obey them.,1
A delivery agent touched me inappropriately while handing over a parcel.,1
A stranger trapped me in a lift and tried to grope me.,1
I was assaulted sexually by a senior during an office conference.,1
A man threatened sexual harm if I refused to meet him.,1
Someone touched my private parts while I was standing in a crowded queue.,1
I was forced into sexual acts after being drugged at a party.,1
A man tried to sexually assault me inside a public restroom.,1
My coach touched me inappropriately during practice sessions.,1
I was forced into sexual activity after being threatened with harm.,1
Someone attempted to rape me while I was jogging in the morning.,1
A stranger assaulted me sexually in a deserted parking lot.,1
A man tried to rape me inside an under-construction building.,1
My senior assaulted me sexually after threatening to fail me.,1
I was molested by a fellow passenger in an overnight train.,1
Someone tried to undress me forcibly during a power outage.,1
A stranger attempted sexual assault while I was alone at home.,1
A man cornered me in a poorly lit parking area and tried to force himself on me before I escaped.,1
I was sexually assaulted by a senior colleague during a late office meeting when no one else was around.,1
A stranger touched me inappropriately in a crowded train despite my repeated protests.,1
Someone attempted to rape me while threatening me with a knife near a construction site.,1
I was molested by a man pretending to help me with directions late at night.,1
A man followed me into a deserted lane and tried to sexually assault me before I managed to scream and escape.,1
I was sexually abused by a trusted family friend when I visited his house alone.,1
A stranger groped me repeatedly in a crowded festival despite my attempts to move away.,1
My supervisor touched me inappropriately during a late-night office meeting and ignored my protests.,1
Someone attempted to rape me near a construction site while threatening me to stay silent.,1
A man tried to sexually assault me inside an empty bus stand restroom when no one else was around.,1
I was sexually abused by a senior colleague during a late-night office outing despite clearly refusing.,1
A stranger touched me inappropriately while standing behind me in a crowded queue.,1
Someone attempted to rape me in a secluded area while threatening me not to scream.,1
I was molested by a man who pretended to offer help when my vehicle broke down.,1
A man followed me into a dimly lit alley and tried to sexually assault me before I managed to escape and seek help.,1
I was sexually harassed by a senior colleague during a business trip when I was alone in the hotel corridor.,1
A stranger touched me inappropriately in a crowded cinema hall despite my repeated objections.,1
Someone attempted to rape me in an isolated area and threatened to kill me if I resisted.,1
I was molested by a man pretending to help me find an address late at night.,1
A man tried to sexually assault me inside an isolated staircase of an apartment building late at night.,1
I was sexually harassed by a colleague during a late shift when we were alone in the office.,1
A stranger touched me inappropriately in a packed metro train despite my protests.,1
Someone attempted to rape me in an empty plot while threatening to hurt me if I screamed.,1
I was molested by a man who pretended to help me find transport at night.,1
My neighbor hit me with a cricket bat during a parking argument.,2
A group of guys punched me in the face outside the bar causing a nosebleed.,2
My landlord pushed me down the stairs when I asked for a receipt.,2
I was stabbed in the arm by a stranger who tried to mug me.,2
My neighbor attacked me with an iron rod during a dispute.,2
I was beaten by multiple people for refusing to give money.,2
A stranger slapped and kicked me repeatedly in a road rage incident.,2
My coworker threw a chair at me during an argument.,2
I was assaulted with a knife while resisting a robbery.,2
My cousin was beaten badly by locals over a misunderstanding.,2
A drunk man punched me repeatedly at the railway station.,2
I was attacked with stones during a protest march.,2
My neighbor assaulted me with a metal pipe during an argument.,2
Two men beat me with sticks when I refused to give them my phone.,2
My neighbor hit me with a brick during a water dispute.,2
A man attacked me with a broken bottle in a street fight.,2
I was beaten by security guards for questioning illegal parking.,2
My colleague punched me repeatedly during a heated argument.,2
I was injured after being kicked and slapped by unknown men.,2
I was attacked with a wooden stick during a property dispute.,2
A group of men beat me badly near the bus stand.,2
I was punched and kicked by strangers after a minor accident.,2
My neighbor assaulted me with a knife during an argument.,2
I was physically attacked for refusing to pay extortion money.,2
I was beaten with fists and kicks during a queue dispute.,2
A shop owner attacked me with a rod over a billing issue.,2
I was assaulted by bouncers while trying to leave a club.,2
A group attacked me with stones during a neighborhood clash.,2
I suffered injuries after being hit with a chair at work.,2
My neighbor assaulted me with a heavy stick during a heated argument over water supply.,2
I was beaten badly by a group of men outside a restaurant after a small disagreement.,2
A stranger attacked me with punches and kicks during a road rage incident.,2
My coworker threw tools at me and hit me during a fight at the workplace.,2
I was physically attacked by locals when I objected to illegal activities in my area.,2
My neighbor attacked me with an iron pipe during a dispute over water supply and caused serious injuries.,2
I was beaten badly by a group of men outside a cinema hall after a minor argument.,2
A stranger punched and kicked me during a road rage incident on a busy street.,2
My coworker assaulted me by throwing a heavy object during a heated workplace argument.,2
I was attacked physically by locals when I objected to illegal parking near my shop.,2
My neighbor attacked me with a wooden stick during a dispute over boundary fencing.,2
I was beaten badly by several men near a liquor shop after a verbal argument.,2
A stranger assaulted me with punches and kicks during a road rage incident.,2
My coworker physically attacked me during a fight over work responsibilities.,2
I was hit with stones by locals when I protested against illegal activities.,2
My neighbor attacked me with a thick wooden stick during an argument over shared parking space.,2
I was beaten by several men outside a roadside restaurant after a small disagreement.,2
A stranger punched and kicked me repeatedly during a road rage incident on a busy road.,2
My coworker assaulted me physically by throwing heavy tools during a workplace dispute.,2
I was attacked by locals after I protested against illegal activities in our area.,2
My neighbor assaulted me with a metal bar during an argument over shared electricity connections.,2
I was beaten badly by several men near a bus stop after a minor misunderstanding.,2
A stranger punched and kicked me during a road rage incident on a busy highway.,2
My coworker attacked me physically by throwing equipment during a heated dispute.,2
I was assaulted by locals when I objected to illegal parking blocking my shop.,2
My husband beat me with a belt because dinner was late.,3
My in-laws are starving me and locking me in a room demanding more dowry.,3
I saw a shopkeeper beating a child laborer with a stick.,3
A man in the park is showing obscene videos to young children.,3
My father comes home drunk and physically assaults my mother every night.,3
My husband burns me with cigarettes when he is angry.,3
A babysitter is physically abusing my 5-year-old child.,3
My mother-in-law constantly beats me for dowry.,3
I saw a man trying to lure school children with gifts.,3
A child is being forced to beg and beaten if he refuses.,3
My husband threatens to throw acid on me if I talk back.,3
A woman is forcing her minor daughter into child labor.,3
I witnessed parents brutally beating their child with cables.,3
A man tried to pull a schoolgirl into his house.,3
A child is being locked up and denied food regularly.,3
My husband locked me inside the house and beat me all night.,3
A child in my neighborhood is being abused by his guardians.,3
A woman is forcing her daughter into an early marriage.,3
I saw a man trying to kidnap a schoolgirl near the gate.,3
A minor is being physically punished and denied schooling.,3
My husband threatens and beats me after drinking alcohol.,3
A child in my area is being forced into hazardous labor.,3
A woman is being locked inside her home by her family.,3
I saw a man attempting to take a child away from school premises.,3
A minor girl is being physically abused by her relatives.,3
My husband threatens to kill me and beats me regularly.,3
A minor boy is being tortured by his stepfather.,3
A woman is being confined and assaulted by her family.,3
Children are being forced to work and beaten if they refuse.,3
A man attempted to drag a child into an auto-rickshaw.,3
My husband beats me regularly and threatens to kill me if I tell anyone about the abuse.,3
A child working in a nearby house is beaten daily and denied food and education.,3
My in-laws lock me inside the house and torture me for bringing insufficient dowry.,3
I saw a man violently dragging a crying child and hitting him in public.,3
A woman in our neighborhood is being confined at home and beaten by her family members.,3
My husband regularly beats me and threatens to kill me if I speak to my parents.,3
A child working as a domestic helper nearby is beaten daily and denied proper food.,3
My in-laws lock me inside the house and physically torture me for dowry demands.,3
I witnessed a man brutally beating his young child in public for refusing to work.,3
A woman in our area is being confined at home and assaulted by her relatives.,3
My husband beats me frequently and threatens to abandon me if I tell anyone.,3
A child working at a roadside eatery is beaten daily and forced to work long hours.,3
My in-laws physically abuse me and constantly demand more money from my parents.,3
I witnessed a man violently slapping and dragging his young child in public.,3
A woman in our building is being confined indoors and assaulted by her family.,3
My husband beats me often and threatens to abandon me if I tell anyone about the abuse.,3
A young child working as a helper nearby is beaten daily and denied proper food and rest.,3
My in-laws physically torture me and keep demanding money from my parents.,3
I witnessed a man beating his young child harshly in public for refusing to work.,3
A woman in our neighborhood is being locked inside her house and assaulted by relatives.,3
My husband regularly beats me and threatens to abandon me if I seek help.,3
A child working in a nearby garage is beaten daily and forced to work without rest.,3
My in-laws physically abuse me and threaten to send me back to my parents.,3
I saw a man violently slapping and dragging his child in public.,3
A woman in my area is being locked inside her house and beaten by family members.,3
My ex-boyfriend is stalking me and standing outside my office daily.,4
I am getting hundreds of abusive calls from unknown numbers at night.,4
A colleague is spreading rumors and sending me threatening texts.,4
Someone is following my daughter to college every day and catcalling her.,4
My neighbor verbally abuses us with filthy language whenever we leave the house.,4
My former partner keeps sending threats to kill me.,4
Someone is stalking me through fake social media accounts.,4
I receive daily threatening letters demanding I leave the area.,4
A man keeps following my wife and shouting vulgar comments.,4
My colleague is blackmailing me with private messages.,4
I am receiving death threats from an unknown WhatsApp number.,4
Someone keeps leaving threatening notes at my doorstep.,4
My ex-spouse is harassing me through repeated legal threats.,4
A group of men harass my sister every evening on her way home.,4
I am being threatened online for speaking against corruption.,4
Someone keeps threatening me with false police cases.,4
I am being harassed by loan recovery agents daily.,4
A neighbor threatens violence whenever we complain.,4
I receive repeated threats for refusing to sell my land.,4
My manager intimidates me with threats of job loss.,4
I am being threatened repeatedly to withdraw a legal complaint.,4
Someone is sending intimidating messages to my family members.,4
A local gang is harassing me to vacate my shop.,4
My ex-employer keeps threatening to ruin my career.,4
I receive daily threats for reporting illegal activity.,4
I am receiving repeated threats to withdraw my court case.,4
Unknown people are intimidating me to vacate my shop.,4
My former friend sends threatening voice notes daily.,4
I am being harassed with threats for exposing wrongdoing.,4
Someone threatens to harm my family if I speak out.,4
I receive daily phone calls threatening to burn my house if I do not vacate the land.,4
My former partner keeps sending threatening messages warning me not to remarry.,4
Local criminals are intimidating my family to force us to withdraw a police case.,4
Someone is threatening to harm my children if I continue my legal complaint.,4
I am being harassed and threatened for refusing to pay protection money.,4
I receive repeated threats from unknown people demanding I vacate my property.,4
My former partner sends threatening messages warning me of serious consequences.,4
Local goons are harassing my family and threatening violence to force us to pay.,4
Someone keeps calling and threatening to harm my children if I pursue my case.,4
I am being intimidated regularly for refusing to cooperate in illegal activities.,4
I am receiving repeated threats from unknown callers demanding I vacate my house.,4
My former partner keeps threatening me with harm if I do not meet his demands.,4
Local criminals are threatening my family to force us to pay protection money.,4
Someone keeps sending threatening messages warning me to withdraw my complaint.,4
I am being intimidated regularly for refusing to cooperate in illegal work.,4
I am receiving threatening calls demanding that I vacate my house immediately.,4
My former partner keeps sending messages threatening serious harm if I ignore him.,4
Local criminals are intimidating my family to force us to sell our land.,4
Someone is threatening to hurt my parents if I continue with my police complaint.,4
I am being harassed and threatened for refusing to support illegal dealings.,4
I am receiving threatening calls warning me to vacate my rented house immediately.,4
My former partner keeps threatening me with violence if I ignore his messages.,4
Local criminals are harassing my family and demanding money regularly.,4
Someone is threatening to destroy my business if I continue my legal case.,4
I am being intimidated repeatedly for refusing to cooperate in illegal dealings.,4
A speeding truck hit my car from behind and fled the scene.,5
I was crossing the road when a bike jumped the signal and knocked me down.,5
A drunk driver crashed into my boundary wall and destroyed it.,5
My son was injured when a construction truck dropped debris on his bike.,5
A bus hit my scooter and the driver escaped.,5
I was injured when a speeding car jumped the divider.,5
A truck reversed suddenly and crushed my parked vehicle.,5
My child was hit by a bike while walking on the footpath.,5
A reckless driver caused a pile-up and ran away.,5
A speeding bus hit my bicycle and the driver drove away.,5
My parked car was crushed by a reversing truck.,5
A cab driver hit a pedestrian and escaped immediately.,5
A tractor lost control and injured multiple people.,5
A speeding bike knocked down my elderly father.,5
A speeding car hit a cyclist and escaped immediately.,5
A bus knocked down a street vendor and drove away.,5
A vehicle crashed into our shop and fled.,5
A truck hit my motorcycle at a crossing.,5
A reckless driver injured several people and ran.,5
A speeding car rammed into my bike and escaped.,5
A truck hit a pedestrian and did not stop.,5
My vehicle was damaged when a bus jumped the signal.,5
A driver knocked down a cyclist and fled the scene.,5
A speeding jeep crashed into roadside vendors.,5
